Cluster tag,size
0.174.53.144,1
0.228.236.184,1
0.174.30.161,1
0.174.41.19,1
0.172.164.83,1
0.174.33.228,1
0.229.9.140,1
0.229.10.22,1
0.229.10.26,1
0.174.63.151,1
0.174.67.107,1
0.112.4.124,1
0.174.55.119,1
0.174.58.80,1
0.187.71.225,1
0.106.75.139,1
0.187.60.195,1
0.174.60.122,1
0.172.140.201,1
0.174.73.228,1
0.174.65.61,1
0.174.60.87,1
0.174.65.229,1
0.174.47.250,1
0.174.63.58,1
0.187.67.45,1
0.119.37.194,1
0.174.70.9,1
0.174.129.203,1
0.174.57.152,1
0.174.55.49,1
0.174.68.30,1
0.187.86.67,1
0.174.79.76,1
0.229.37.251,1
0.175.55.2,1
0.187.74.132,1
0.174.84.176,1
0.85.189.2,1
0.174.57.170,1
0.174.80.140,1
0.187.71.3,1
0.174.66.190,1
0.187.166.112,1
0.174.227.139,1
0.174.72.168,1
0.187.81.246,1
0.174.86.168,1
0.174.142.171,1
0.174.78.168,1
108.179.200.163,1
0.174.76.204,1
0.174.80.173,1
0.174.164.7,1
0.174.74.17,1
0.174.104.132,1
183.97.198.180,1
0.187.93.210,1
0.187.90.208,1
0.174.89.130,1
0.174.91.86,1
0.174.81.218,1
0.187.90.107,1
172.16.100.9,1
0.174.82.253,1
0.174.183.114,1
0.174.175.221,1
0.174.92.194,1
0.174.107.174,1
0.174.119.115,1
0.174.96.124,1
0.174.148.185,1
0.174.101.20,1
0.114.195.0,1
0.174.172.0,1
0.187.98.109,1
0.174.101.28,1
0.174.94.36,1
0.174.170.109,1
0.174.103.72,1
0.174.187.207,1
0.172.183.180,1
0.174.106.165,1
0.174.102.219,1
0.174.129.244,1
0.174.125.71,1
0.174.130.175,1
0.174.106.53,1
0.187.102.28,1
0.174.185.130,1
0.187.199.142,1
0.174.102.148,1
0.174.251.216,1
0.174.98.193,1
0.174.192.166,1
0.174.110.59,1
0.150.105.187,1
0.174.100.121,1
0.229.95.94,1
0.174.108.56,1
0.174.108.55,1
0.174.118.166,1
0.174.105.60,1
0.174.109.231,1
157.245.57.99,1
0.174.100.87,1
0.229.102.77,1
0.174.97.61,1
0.174.117.119,1
0.174.107.179,1
0.229.105.205,1
0.229.105.220,1
0.174.117.71,1
0.174.111.104,1
0.176.37.155,1
0.174.119.125,1
0.174.131.167,1
0.229.108.197,1
0.174.103.170,1
0.174.107.177,1
0.174.120.201,1
0.174.117.246,1
0.174.120.202,1
23.95.15.175,1
0.174.123.1,1
0.174.128.83,1
0.128.103.193,1
0.229.116.84,1
0.187.124.140,1
173.165.196.209,1
0.174.109.239,1
0.174.112.79,1
0.174.119.226,1
0.229.121.39,1
0.229.121.211,1
0.229.124.109,1
0.229.124.183,1
0.107.51.200,1
0.187.144.147,1
0.229.124.234,1
0.174.128.134,1
0.174.149.220,1
0.174.134.95,1
0.174.136.28,1
0.174.125.234,1
143.202.155.14,1
202.143.123.217,1
0.174.138.85,1
0.174.212.237,1
0.174.150.232,1
0.172.67.46,1
0.174.130.212,1
0.174.179.146,1
0.174.147.9,1
0.174.130.155,1
68.187.4.22,1
80.85.84.174,1
85.199.13.6,1
0.174.134.208,1
0.174.136.23,1
0.174.134.241,1
0.87.215.119,1
0.229.145.224,1
0.187.158.24,1
0.174.140.203,1
103.5.141.30,1
0.126.248.209,1
0.174.116.255,1
0.174.141.254,1
0.187.204.222,1
0.174.151.175,1
0.174.161.162,1
0.174.151.174,1
0.174.143.23,1
0.187.188.254,1
0.174.144.54,1
0.225.200.198,1
0.174.145.248,1
0.229.162.2,1
0.174.158.204,1
0.174.163.140,1
0.187.163.129,1
0.225.154.185,1
0.174.155.173,1
0.187.184.250,1
0.174.247.122,1
0.174.165.248,1
0.174.167.197,1
0.174.162.114,1
0.229.174.220,1
0.174.172.220,1
170.250.127.147,1
0.187.173.5,1
0.174.162.52,1
0.174.166.175,1
0.174.158.177,1
0.174.175.133,1
0.188.14.51,1
0.187.210.231,1
0.174.175.14,1
0.174.177.103,1
0.174.177.222,1
0.174.178.4,1
0.174.178.80,1
0.174.172.222,1
0.174.184.53,1
0.175.9.117,1
0.174.165.245,1
0.229.125.145,1
0.174.171.126,1
207.172.156.202,1
0.229.194.219,1
0.174.183.7,1
0.174.180.155,1
0.174.191.22,1
0.174.197.27,1
0.174.180.189,1
0.174.193.179,1
51.15.109.68,1
0.174.178.236,1
0.174.173.241,1
0.174.190.144,1
103.5.141.50,1
0.174.171.18,1
0.175.15.216,1
0.174.189.12,1
0.174.177.223,1
0.174.203.20,1
0.174.175.102,1
0.175.24.108,1
0.174.182.33,1
0.175.14.13,1
0.174.179.23,1
0.174.239.125,1
0.174.192.162,1
0.174.183.204,1
0.88.235.7,1
0.229.219.88,1
0.187.205.23,1
0.174.207.179,1
0.174.193.56,1
0.174.192.164,1
200.73.169.77,1
0.174.185.24,1
0.174.206.139,1
0.174.199.10,1
200.200.200.200,1
0.175.15.214,1
0.174.211.76,1
0.174.189.207,1
54.202.37.228,1
0.174.193.208,1
0.104.43.97,1
0.175.47.145,1
0.187.228.249,1
0.229.238.247,1
0.174.206.140,1
0.174.203.9,1
0.174.214.253,1
0.174.198.75,1
0.174.219.194,1
0.174.220.244,1
0.174.222.52,1
0.174.223.222,1
0.174.224.19,1
0.174.208.92,1
0.174.210.225,1
0.174.203.159,1
0.174.234.85,1
0.174.247.117,1
0.174.205.150,1
0.229.246.81,1
110.170.174.108,1
0.175.38.192,1
0.174.224.244,1
193.148.52.22,1
0.174.219.69,1
0.174.216.225,1
0.187.224.235,1
0.174.218.131,1
0.174.214.133,1
50.247.245.117,1
0.174.219.156,1
0.187.234.91,1
0.174.216.151,1
0.165.137.131,1
0.187.228.78,1
0.175.107.154,1
0.174.204.202,1
0.230.8.50,1
0.174.219.41,1
0.187.234.60,1
0.174.232.119,1
0.174.222.200,1
0.174.228.66,1
0.174.229.71,1
0.174.230.57,1
0.174.230.234,1
0.174.231.120,1
0.174.242.182,1
0.125.222.52,1
0.175.30.210,1
0.174.221.28,1
0.174.228.93,1
0.187.241.119,1
0.188.71.225,1
0.175.56.138,1
0.128.217.210,1
0.175.68.249,1
0.174.250.126,1
0.175.133.25,1
0.175.8.29,1
0.175.70.225,1
0.230.21.221,1
0.187.236.120,1
185.3.235.105,1
0.174.241.42,1
0.174.233.148,1
0.174.245.119,1
0.174.223.42,1
0.174.243.63,1
0.174.219.165,1
0.175.5.147,1
0.174.240.216,1
0.175.32.253,1
0.174.252.194,1
0.174.238.36,1
0.174.240.82,1
0.174.249.231,1
0.174.230.27,1
0.174.247.118,1
0.174.250.3,1
0.174.228.27,1
0.175.17.58,1
0.174.251.176,1
0.175.2.167,1
0.174.252.208,1
75.110.239.195,1
0.174.243.65,1
0.175.5.174,1
0.188.26.38,1
0.175.0.104,1
0.174.248.59,1
0.174.248.1,1
0.175.1.11,1
0.174.250.132,1
0.174.242.155,1
0.175.4.191,1
193.148.52.198,1
0.188.7.113,1
0.175.11.70,1
0.174.251.31,1
0.174.247.123,1
0.174.254.113,1
0.174.255.247,1
0.174.253.82,1
0.175.14.26,1
0.175.10.43,1
0.230.72.86,1
0.175.18.107,1
0.188.28.191,1
0.230.77.83,1
0.230.80.212,1
0.175.7.105,1
0.175.80.223,1
69.59.35.50,1
0.230.84.27,1
0.175.20.198,1
0.175.82.86,1
0.149.245.176,1
0.175.19.246,1
0.175.11.116,1
216.86.217.193,1
0.107.220.141,1
0.175.33.60,1
0.175.40.98,1
0.175.37.122,1
0.175.22.68,1
0.175.37.126,1
0.175.29.232,1
0.175.14.17,1
0.175.32.57,1
0.175.38.251,1
0.175.35.3,1
0.175.36.23,1
0.175.49.192,1
0.188.42.244,1
0.175.146.168,1
0.188.213.41,1
0.175.23.147,1
0.175.21.230,1
0.175.30.162,1
0.188.51.60,1
0.188.83.243,1
0.175.35.116,1
0.188.42.168,1
0.175.48.160,1
0.175.113.156,1
0.175.55.218,1
0.175.41.144,1
0.175.40.102,1
0.175.118.198,1
0.175.44.163,1
0.175.42.211,1
0.175.139.181,1
0.175.41.255,1
0.188.142.98,1
0.125.125.110,1
0.175.192.27,1
0.175.47.205,1
0.230.125.79,1
0.175.42.2,1
0.175.45.61,1
0.173.123.234,1
0.175.52.14,1
192.168.2.46,1
0.175.58.241,1
0.175.50.212,1
0.188.64.204,1
0.175.55.0,1
0.175.46.100,1
0.175.61.58,1
0.175.72.175,1
0.175.49.70,1
0.175.84.88,1
0.175.122.64,1
0.175.72.173,1
0.175.66.134,1
0.175.70.236,1
0.175.54.110,1
0.175.140.66,1
0.175.75.166,1
0.175.72.126,1
0.175.57.64,1
0.175.68.62,1
0.175.62.216,1
0.175.160.181,1
0.175.192.133,1
0.118.18.7,1
0.176.117.110,1
0.175.96.12,1
0.175.138.250,1
0.175.68.68,1
0.175.147.69,1
0.175.72.174,1
0.175.74.251,1
0.230.156.200,1
0.175.70.238,1
0.175.75.113,1
0.188.91.78,1
0.175.72.211,1
0.101.72.93,1
0.89.238.168,1
0.147.201.105,1
0.175.78.255,1
0.175.71.172,1
0.106.160.200,1
0.175.84.234,1
0.175.78.195,1
0.175.88.129,1
0.175.78.6,1
0.175.77.89,1
219.126.94.104,1
0.175.91.202,1
0.188.101.160,1
103.5.141.57,1
0.131.57.177,1
0.175.93.1,1
0.188.92.207,1
0.175.81.127,1
0.188.93.66,1
0.206.188.148,1
0.175.87.89,1
0.188.169.113,1
0.168.237.2,1
0.230.185.151,1
0.175.95.107,1
188.227.192.66,1
0.175.103.172,1
0.188.106.107,1
0.175.97.84,1
0.175.107.153,1
0.230.188.77,1
0.230.190.56,1
0.230.192.61,1
0.97.157.136,1
0.188.106.110,1
0.175.87.180,1
0.175.182.87,1
0.230.201.168,1
0.175.102.241,1
0.175.111.245,1
0.175.113.229,1
0.188.111.63,1
0.175.131.188,1
0.175.123.0,1
0.175.119.159,1
0.175.116.175,1
0.175.121.169,1
0.230.211.123,1
0.103.176.159,1
0.175.132.19,1
0.175.192.228,1
0.163.82.99,1
0.175.100.241,1
0.175.110.190,1
0.175.106.51,1
0.175.112.132,1
0.175.164.140,1
0.230.217.161,1
0.175.121.83,1
0.175.117.113,1
0.175.126.24,1
0.175.111.59,1
0.118.52.15,1
0.175.119.155,1
165.22.30.248,1
0.188.223.190,1
96.63.236.55,1
0.175.125.218,1
0.175.124.112,1
197.231.244.24,1
0.175.128.78,1
0.175.130.41,1
0.175.133.23,1
0.175.120.95,1
0.175.138.81,1
203.69.191.115,1
0.175.139.112,1
0.124.45.5,1
0.175.117.91,1
0.175.122.175,1
0.175.121.220,1
0.175.193.85,1
0.175.125.241,1
167.172.120.81,1
0.175.145.88,1
193.109.246.21,1
0.230.240.167,1
0.175.116.162,1
0.175.168.65,1
0.188.153.152,1
0.230.244.28,1
0.175.139.227,1
0.175.136.47,1
0.175.130.40,1
0.175.128.144,1
0.175.145.220,1
0.175.211.157,1
0.175.152.4,1
0.175.133.248,1
0.175.159.123,1
0.175.141.227,1
0.175.152.195,1
0.175.145.84,1
0.175.171.209,1
0.188.249.109,1
0.175.142.86,1
0.175.135.225,1
0.131.28.254,1
0.175.155.145,1
0.175.149.113,1
0.175.158.35,1
0.175.142.148,1
0.136.185.65,1
0.188.165.177,1
0.175.167.199,1
0.175.182.139,1
0.175.139.238,1
0.175.139.82,1
0.175.153.24,1
0.175.152.248,1
34.118.242.191,1
0.188.159.107,1
0.231.15.38,1
0.175.195.21,1
0.231.16.44,1
0.175.241.219,1
0.175.153.17,1
0.175.174.29,1
138.255.220.170,1
0.175.150.154,1
0.175.165.86,1
0.175.184.42,1
0.175.220.244,1
0.176.9.198,1
0.175.167.123,1
0.175.153.1,1
0.175.169.239,1
0.130.158.104,1
0.188.181.216,1
0.175.160.86,1
0.175.166.185,1
0.175.230.110,1
0.175.151.228,1
0.231.25.71,1
0.188.174.91,1
0.175.158.61,1
0.175.165.101,1
0.175.168.122,1
0.175.169.139,1
0.175.167.42,1
0.175.160.211,1
0.175.171.212,1
0.175.165.171,1
0.175.179.158,1
0.175.156.203,1
0.175.173.122,1
0.231.36.216,1
0.175.162.166,1
0.175.245.118,1
0.175.165.83,1
0.175.170.163,1
0.95.235.6,1
0.175.193.136,1
51.116.131.24,1
0.176.17.20,1
0.188.204.109,1
0.175.197.165,1
0.175.192.242,1
0.162.182.100,1
0.175.173.193,1
0.175.178.220,1
0.175.187.11,1
0.175.188.111,1
0.175.188.172,1
91.219.151.95,1
0.175.181.123,1
0.175.183.182,1
0.175.183.62,1
0.188.200.16,1
91.183.36.179,1
0.175.190.228,1
0.188.189.135,1
0.175.185.19,1
0.188.192.75,1
0.175.189.172,1
0.176.18.176,1
0.175.187.113,1
0.175.189.170,1
0.149.177.193,1
0.231.70.206,1
0.175.190.234,1
0.188.202.149,1
0.188.200.73,1
0.118.133.64,1
0.175.216.149,1
0.176.69.235,1
0.175.207.210,1
0.176.25.96,1
0.175.193.176,1
0.175.207.212,1
0.175.210.103,1
0.175.199.160,1
0.231.83.14,1
0.175.202.29,1
37.139.16.46,1
0.230.9.127,1
0.175.204.221,1
0.176.210.41,1
0.101.5.66,1
0.175.207.207,1
0.176.22.178,1
0.175.224.243,1
0.175.225.205,1
0.168.52.37,1
0.175.211.23,1
0.175.224.202,1
0.175.214.151,1
0.175.220.111,1
0.176.33.127,1
0.175.207.213,1
0.106.49.96,1
0.106.44.30,1
0.106.46.229,1
0.106.39.138,1
0.175.214.135,1
0.175.248.180,1
0.175.208.230,1
0.175.208.226,1
0.175.214.55,1
0.188.226.50,1
0.175.251.232,1
0.175.224.230,1
187.174.79.213,1
0.176.2.37,1
85.214.111.125,1
0.104.44.216,1
0.175.218.62,1
0.176.42.133,1
0.175.220.55,1
0.175.228.77,1
0.176.16.84,1
0.175.232.148,1
0.175.244.132,1
0.175.222.101,1
107.174.172.29,1
0.188.234.159,1
0.176.68.7,1
0.175.237.159,1
0.175.241.53,1
0.175.243.200,1
0.175.231.129,1
0.176.66.219,1
0.175.245.20,1
0.176.67.113,1
0.175.235.102,1
0.175.248.164,1
0.175.238.72,1
0.175.250.24,1
0.175.241.172,1
0.176.12.24,1
0.176.18.122,1
0.175.246.25,1
0.120.33.159,1
203.113.31.251,1
0.176.66.14,1
0.176.7.70,1
0.175.247.81,1
0.175.247.23,1
0.177.114.12,1
0.231.149.183,1
0.189.8.46,1
0.176.89.26,1
0.211.91.80,1
0.175.237.164,1
0.175.249.191,1
0.188.253.132,1
0.176.4.89,1
0.189.4.237,1
0.175.238.204,1
0.176.4.116,1
0.176.26.223,1
0.176.6.153,1
0.175.253.54,1
0.175.250.39,1
0.175.248.130,1
0.175.248.181,1
0.176.11.31,1
0.231.164.197,1
0.231.165.207,1
0.176.83.182,1
0.176.10.141,1
0.175.252.2,1
0.176.12.26,1
0.231.168.30,1
0.231.168.32,1
0.176.13.140,1
0.175.252.99,1
0.176.8.96,1
0.176.43.122,1
0.176.13.2,1
0.176.11.119,1
0.176.33.245,1
0.176.31.55,1
0.176.19.249,1
0.176.84.53,1
0.176.70.204,1
0.225.122.182,1
0.176.27.178,1
0.176.154.66,1
0.189.64.149,1
0.231.181.224,1
0.189.66.196,1
0.176.6.47,1
0.176.42.97,1
0.176.13.10,1
0.86.61.54,1
0.231.186.49,1
0.176.17.183,1
0.176.11.29,1
67.80.180.16,1
0.176.18.139,1
0.176.19.111,1
0.189.28.151,1
0.176.28.22,1
158.250.33.37,1
172.21.7.3,1
0.111.115.0,1
0.176.20.21,1
0.176.29.194,1
0.176.178.162,1
0.176.98.253,1
0.176.41.118,1
0.176.109.90,1
117.16.4.2,1
0.176.20.50,1
0.176.28.44,1
0.176.116.150,1
0.176.25.56,1
89.223.86.94,1
0.176.28.200,1
0.176.31.221,1
0.176.25.57,1
0.176.34.133,1
0.88.211.203,1
0.176.131.30,1
0.144.40.21,1
0.176.56.69,1
0.176.38.177,1
0.176.36.76,1
0.176.30.59,1
0.176.44.65,1
159.223.8.77,1
0.189.103.166,1
0.176.63.240,1
0.176.190.238,1
0.176.30.245,1
0.176.37.167,1
0.176.127.31,1
0.176.62.32,1
0.176.34.138,1
0.164.196.248,1
0.176.38.100,1
0.106.156.119,1
0.112.28.75,1
0.189.66.98,1
0.117.122.17,1
0.159.8.21,1
0.231.230.245,1
0.176.45.196,1
0.189.57.137,1
0.176.43.123,1
0.189.67.166,1
0.176.45.76,1
0.176.51.54,1
0.176.45.40,1
0.176.45.75,1
0.176.45.194,1
0.176.67.110,1
0.176.99.101,1
0.176.69.83,1
0.119.80.81,1
0.176.150.7,1
0.176.45.137,1
0.176.54.245,1
0.176.65.1,1
0.212.158.243,1
0.189.88.175,1
0.219.181.61,1
0.176.70.170,1
0.176.68.161,1
0.176.87.217,1
0.176.59.58,1
0.176.75.107,1
0.176.70.86,1
0.176.222.43,1
8.218.32.118,1
0.176.75.20,1
0.176.71.252,1
0.176.84.61,1
0.168.172.82,1
45.55.132.68,1
0.176.74.164,1
0.176.71.169,1
0.176.73.72,1
0.176.217.169,1
0.97.10.64,1
0.176.67.204,1
0.189.130.24,1
0.176.151.93,1
0.176.157.206,1
0.176.77.80,1
0.177.6.200,1
0.176.76.238,1
0.176.74.43,1
0.176.85.2,1
0.232.22.249,1
0.176.74.127,1
0.189.173.156,1
0.176.82.24,1
0.176.167.52,1
0.176.158.90,1
0.176.86.99,1
0.176.91.22,1
79.133.126.36,1
0.189.108.119,1
0.191.97.224,1
0.176.129.1,1
0.176.96.40,1
0.176.87.138,1
0.176.213.129,1
0.176.165.166,1
0.232.45.55,1
0.176.88.158,1
0.176.99.99,1
0.176.97.190,1
0.176.133.94,1
0.176.110.11,1
0.163.247.124,1
0.176.105.75,1
0.176.102.50,1
0.176.102.165,1
0.176.99.96,1
0.176.168.207,1
0.176.94.81,1
0.176.114.242,1
0.176.110.13,1
0.176.110.170,1
0.176.109.83,1
0.176.124.239,1
0.176.120.62,1
0.176.97.220,1
0.176.109.89,1
0.176.224.131,1
0.176.113.97,1
0.176.123.202,1
0.176.102.103,1
0.176.136.45,1
0.189.138.246,1
167.99.87.135,1
175.107.196.136,1
0.176.121.134,1
0.176.125.252,1
0.176.133.96,1
0.176.122.108,1
0.176.204.128,1
0.128.117.54,1
0.232.84.50,1
0.176.117.73,1
0.232.84.58,1
0.189.216.58,1
0.176.114.43,1
0.176.147.252,1
0.176.212.100,1
0.177.98.98,1
0.176.137.237,1
0.176.153.77,1
0.176.122.177,1
0.176.146.166,1
0.232.93.184,1
0.176.174.19,1
0.176.144.218,1
0.176.139.206,1
211.75.190.124,1
0.176.140.28,1
91.183.114.149,1
0.176.136.175,1
0.176.141.151,1
0.189.205.112,1
123.240.227.43,1
0.176.151.142,1
0.176.137.207,1
50.87.148.194,1
0.176.140.120,1
0.176.160.215,1
0.176.162.89,1
0.176.196.233,1
0.176.142.109,1
0.123.103.13,1
0.177.117.255,1
0.176.152.211,1
0.176.167.132,1
0.176.155.143,1
0.114.205.185,1
0.176.154.65,1
0.176.145.212,1
0.176.163.138,1
0.189.159.85,1
0.232.120.224,1
0.176.160.87,1
0.176.153.24,1
0.177.16.90,1
0.176.180.251,1
0.176.227.77,1
0.189.250.231,1
0.131.191.207,1
0.189.165.21,1
0.176.156.73,1
0.176.167.116,1
0.176.228.166,1
0.176.175.134,1
0.176.164.9,1
0.176.168.205,1
0.177.23.186,1
0.176.162.75,1
0.93.188.252,1
0.176.179.132,1
0.176.246.149,1
0.176.171.31,1
0.232.141.38,1
140.142.157.24,1
0.176.156.220,1
0.176.178.205,1
0.176.177.246,1
0.189.177.89,1
0.232.145.181,1
0.176.177.97,1
0.232.145.179,1
0.157.101.114,1
0.176.168.208,1
0.232.147.81,1
0.177.5.54,1
0.176.173.129,1
0.190.62.62,1
0.176.187.23,1
0.176.177.56,1
0.176.164.128,1
0.176.175.198,1
0.189.184.45,1
0.189.231.114,1
0.176.171.73,1
0.176.178.197,1
0.176.175.18,1
0.176.165.169,1
0.189.202.18,1
0.176.172.235,1
0.176.177.17,1
108.165.145.67,1
192.168.0.113,1
0.176.190.197,1
0.176.182.5,1
0.176.250.199,1
0.176.189.139,1
0.176.188.105,1
0.176.179.61,1
74.235.220.19,1
0.176.199.124,1
0.177.36.170,1
0.176.190.120,1
0.176.234.88,1
0.176.178.175,1
0.232.171.186,1
172.16.10.2,1
0.189.196.87,1
0.197.21.89,1
0.232.174.68,1
0.176.216.6,1
0.176.222.21,1
16.171.16.34,1
0.176.191.58,1
0.176.198.46,1
0.228.30.43,1
0.176.193.142,1
0.176.203.4,1
0.176.203.121,1
0.189.205.44,1
104.26.10.90,1
104.26.11.90,1
172.67.69.132,1
0.177.31.60,1
0.176.187.116,1
0.122.155.193,1
0.176.200.121,1
0.151.116.180,1
0.176.212.99,1
0.176.218.255,1
0.176.211.244,1
0.232.189.134,1
0.137.185.43,1
0.176.204.69,1
0.189.215.154,1
0.126.218.12,1
0.232.192.83,1
0.232.192.230,1
0.232.192.232,1
0.232.193.3,1
0.176.197.243,1
0.176.193.212,1
0.176.206.8,1
0.176.203.199,1
0.189.214.93,1
208.123.163.9,1
0.176.247.92,1
0.176.213.221,1
0.176.211.162,1
0.176.211.3,1
0.176.214.224,1
0.176.221.98,1
0.176.223.207,1
0.176.222.19,1
0.176.225.170,1
0.232.207.113,1
0.177.73.74,1
0.176.227.97,1
0.176.229.139,1
0.176.228.70,1
0.176.227.96,1
0.176.218.229,1
0.190.120.173,1
0.176.237.77,1
0.176.219.17,1
0.232.215.210,1
0.176.218.199,1
0.176.241.222,1
0.176.251.81,1
0.176.245.73,1
0.232.220.141,1
0.189.245.111,1
0.158.208.25,1
0.232.220.170,1
0.177.74.173,1
0.176.226.79,1
0.176.220.229,1
0.176.227.84,1
0.177.61.76,1
0.176.222.81,1
0.176.241.208,1
0.176.237.110,1
0.176.239.84,1
0.189.242.97,1
0.189.244.196,1
132.247.200.252,1
0.176.240.60,1
0.177.3.135,1
0.176.242.120,1
0.232.235.62,1
0.177.22.249,1
0.176.246.83,1
0.177.6.42,1
0.176.233.56,1
0.176.234.47,1
0.177.33.36,1
0.189.254.82,1
0.195.191.253,1
0.177.19.154,1
0.176.247.41,1
0.176.250.198,1
0.232.248.108,1
193.47.47.62,1
0.176.251.180,1
0.176.247.63,1
0.176.251.119,1
0.176.252.170,1
0.93.190.10,1
0.93.190.59,1
0.93.191.140,1
0.190.21.220,1
0.176.250.104,1
0.177.146.12,1
0.177.18.78,1
0.177.1.68,1
0.177.0.248,1
0.90.35.124,1
0.190.10.13,1
0.177.18.123,1
0.177.18.12,1
0.176.253.147,1
0.177.6.107,1
0.177.19.155,1
0.176.255.162,1
0.190.13.151,1
0.177.116.255,1
0.233.7.220,1
0.233.6.48,1
0.177.13.251,1
0.176.254.42,1
0.177.60.40,1
0.121.194.60,1
0.190.13.229,1
0.190.15.169,1
0.177.20.231,1
0.177.55.29,1
0.190.89.10,1
0.233.18.230,1
0.177.6.98,1
0.119.214.144,1
0.177.31.95,1
0.177.18.114,1
0.190.21.59,1
0.177.238.224,1
0.177.25.57,1
0.177.23.2,1
0.177.23.40,1
0.177.32.136,1
0.176.99.45,1
0.177.15.58,1
0.177.17.177,1
0.233.25.102,1
0.177.94.101,1
0.177.11.114,1
0.177.14.222,1
0.177.22.248,1
0.177.22.119,1
0.177.26.209,1
74.194.226.34,1
0.177.38.82,1
0.177.81.165,1
0.177.35.132,1
0.177.53.143,1
0.190.42.124,1
83.66.15.234,1
0.233.37.199,1
0.143.156.2,1
0.177.57.34,1
0.172.125.66,1
0.190.35.246,1
0.177.29.193,1
0.177.35.160,1
0.177.40.235,1
0.190.48.30,1
0.90.13.141,1
0.177.117.90,1
0.177.36.242,1
0.177.39.197,1
0.177.41.220,1
0.191.182.158,1
0.177.46.143,1
0.177.28.172,1
0.177.33.93,1
0.117.231.64,1
0.177.62.97,1
108.161.63.231,1
0.177.54.58,1
0.166.191.23,1
0.177.48.42,1
0.174.166.96,1
0.177.40.66,1
0.177.41.192,1
0.177.42.13,1
0.177.42.89,1
0.190.85.105,1
0.190.53.188,1
0.177.73.69,1
0.177.60.105,1
0.177.48.246,1
0.177.56.46,1
0.157.142.72,1
0.100.36.21,1
0.177.104.253,1
0.177.45.212,1
0.190.56.98,1
0.177.59.209,1
0.177.56.163,1
0.177.56.151,1
0.177.60.39,1
0.177.41.130,1
0.177.51.13,1
0.177.42.79,1
0.233.72.173,1
0.177.59.35,1
0.178.216.224,1
0.233.72.120,1
0.177.53.153,1
0.177.96.170,1
0.190.63.32,1
87.118.226.2,1
0.177.74.206,1
0.177.63.250,1
0.177.60.197,1
0.177.83.225,1
0.177.66.255,1
0.177.55.179,1
0.177.85.68,1
0.177.69.228,1
0.177.58.38,1
0.150.87.135,1
0.177.92.108,1
0.177.85.46,1
0.190.82.146,1
0.177.161.153,1
0.177.71.206,1
0.233.97.54,1
0.177.82.130,1
0.177.71.91,1
0.177.143.48,1
0.190.81.94,1
0.190.144.19,1
0.177.211.176,1
35.222.53.157,1
0.177.72.101,1
0.177.80.151,1
0.177.150.65,1
0.177.93.241,1
0.177.81.42,1
0.177.77.67,1
0.177.76.74,1
0.96.80.158,1
0.204.4.199,1
0.233.111.166,1
0.177.87.131,1
0.177.86.211,1
95.37.204.55,1
0.177.90.242,1
0.177.146.148,1
0.191.56.10,1
0.177.91.25,1
0.177.109.45,1
0.190.97.41,1
0.177.96.227,1
0.177.83.224,1
0.177.83.253,1
0.190.101.141,1
0.190.119.161,1
62.150.117.250,1
0.177.91.201,1
0.177.147.170,1
0.233.127.182,1
0.190.113.121,1
207.148.81.143,1
0.177.92.229,1
0.177.91.196,1
0.177.104.20,1
0.190.108.80,1
0.177.112.227,1
0.177.103.71,1
0.177.106.123,1
0.177.87.36,1
0.177.134.197,1
0.233.139.168,1
0.177.123.164,1
0.233.141.142,1
0.177.105.181,1
0.190.124.192,1
0.190.132.42,1
0.177.106.126,1
0.177.105.38,1
0.177.186.9,1
0.108.217.191,1
0.177.111.116,1
0.190.123.91,1
0.177.122.241,1
0.134.31.2,1
0.177.108.50,1
0.177.109.200,1
0.177.199.168,1
0.177.110.160,1
0.177.127.92,1
0.178.48.125,1
0.177.118.213,1
0.190.128.235,1
0.177.148.157,1
0.177.140.54,1
0.177.115.234,1
0.177.123.213,1
0.233.165.76,1
0.177.132.202,1
0.177.127.91,1
0.177.193.48,1
137.184.1.206,1
0.177.146.117,1
0.177.130.152,1
0.177.141.133,1
0.177.134.8,1
0.177.155.155,1
0.177.225.25,1
0.177.140.180,1
0.177.131.172,1
0.177.148.16,1
0.177.129.232,1
0.177.169.61,1
0.177.144.46,1
10.0.1.150,1
0.177.145.119,1
0.177.147.38,1
0.177.153.73,1
0.177.158.114,1
0.233.194.46,1
0.190.158.183,1
0.177.152.145,1
0.233.194.47,1
0.177.155.45,1
0.233.196.65,1
0.177.228.141,1
0.177.153.168,1
0.190.167.29,1
0.177.142.180,1
0.177.151.48,1
0.190.160.209,1
0.177.162.45,1
0.177.159.162,1
210.102.216.253,1
0.177.195.181,1
0.177.141.155,1
0.177.150.248,1
0.177.156.42,1
0.177.197.173,1
0.177.156.226,1
0.127.195.55,1
0.114.231.119,1
0.233.220.31,1
0.233.219.231,1
103.5.141.9,1
0.177.161.183,1
0.177.162.222,1
0.177.174.75,1
0.178.57.165,1
0.177.182.201,1
0.177.240.87,1
0.177.191.132,1
0.177.160.123,1
0.177.162.195,1
0.177.178.174,1
0.233.235.210,1
0.90.172.145,1
0.177.174.65,1
0.177.199.216,1
0.177.186.210,1
0.174.226.220,1
0.177.177.2,1
0.178.65.38,1
0.177.192.223,1
0.177.178.71,1
0.160.91.138,1
0.233.252.3,1
0.177.188.99,1
0.178.25.240,1
0.177.193.194,1
0.177.186.71,1
